REGION,DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
TAMBACOUNDA,BAKEL,BALLOU,DEBECOULE,1,257,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,DEDJI,1,374,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,DJIMBE,1,375,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,1,577,CLASSE CP
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,2,576,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,3,582,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,GOLMI,4,579,CLASSE CM2
TAMBACOUNDA,BAKEL,BALLOU,HAMADJI,1,335,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,1,465,CLASSE CI
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,2,464,CLASSE CM1
TAMBACOUNDA,BAKEL,BALLOU,KOUNGANY,3,464,CLASSE CE2
TAMBACOUNDA,BAKEL,BALLOU,SEBOU,1,353,CLASSE CE1
TAMBACOUNDA,BAKEL,BALLOU,YAFERA,1,493,CLASSE CE1
TAMBACOUNDA,BAKEL,BALLOU,YAFERA,2,491,CLASSE CM1
TAMBACOUNDA,BAKEL,BELE,ARIGABO,1,282,CLASSE
TAMBACOUNDA,BAKEL,BELE,ARI HARA,1,221,CLASSE
TAMBACOUNDA,BAKEL,BELE,BELE,1,512,CLASSE
TAMBACOUNDA,BAKEL,BELE,BELE,2,244,CLASSE
TAMBACOUNDA,BAKEL,BELE,DAHARATOU,1,503,CLASSE
TAMBACOUNDA,BAKEL,BELE,DAHARATOU,2,504,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,BELE,DIALIGUEL,1,363,CLASSE
TAMBACOUNDA,BAKEL,BELE,DIYABOUGOU MOSSI,1,97,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,FETE GOLOMBI,1,82,CLASSE
TAMBACOUNDA,BAKEL,BELE,GAMBIDIAOUBE,1,88,ABRI PPROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GOUREL BOULI,1,156,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GOUREL MAMADOU BARA,1,152,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GUIROBE,1,133,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,GUITTA,1,316,CLASSE
TAMBACOUNDA,BAKEL,BELE,NAYE,1,515,CLASSE
TAMBACOUNDA,BAKEL,BELE,OUBAVOL,1,468,CLASSE
TAMBACOUNDA,BAKEL,BELE,OURO HIMADOU,1,538,CLASSE
TAMBACOUNDA,BAKEL,BELE,OURO SOULEY,1,179,CLASSE
TAMBACOUNDA,BAKEL,BELE,SELING,1,274,CLASSE
TAMBACOUNDA,BAKEL,BELE,SENO ISSAGA,1,135,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENOUDEBOU,1,419,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENOUDEBOU,2,419,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,BELE,SENO YOUPE,1,209,CLASSE
TAMBACOUNDA,BAKEL,BELE,SINTHIOU DIALIGUEL,1,469,CLASSE
TAMBACOUNDA,BAKEL,BELE,SINTHIOU SEYDOU NDOULA,1,131,CLASSE
TAMBACOUNDA,BAKEL,BELE,WALIDIALA,1,232,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,1,579,ECOLE 3 DE DIAWARA CLASSE CP
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,2,577,ECOLE 3 DE DIAWARA CLASSE CE1
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,3,576,ECOLE 3 DE DIAWARA CLASSE CE2
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,4,578,ECOLE 3 DE DIAWARA CLASSE CM1
TAMBACOUNDA,BAKEL,DIAWARA,CEM DIAWARA,5,574,ECOLE 3 DE DIAWARA CLASSE  CM2
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,1,559,SALLE CLASSE CPA
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,2,555,SALLE CLASSE CM1B
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,3,552,SALLE CLASSE CE1B
TAMBACOUNDA,BAKEL,DIAWARA,ECOLE DIAWARA 1,4,252,CLASSE CM1
TAMBACOUNDA,BAKEL,GABOU,ALAHINA BAMBARA,1,241,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,BEMA,1,413,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,BORDE DIAWARA,1,257,CLASSE CE2
TAMBACOUNDA,BAKEL,GABOU,DIABAL,1,474,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,GABOU,1,558,CLASSE CE 1
TAMBACOUNDA,BAKEL,GABOU,GABOU,2,557,CM1A
TAMBACOUNDA,BAKEL,GABOU,GABOU,3,557,CLASSE
TAMBACOUNDA,BAKEL,GABOU,GABOU,4,210,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,GOUNIA,1,482,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,GOUREL MANDIOU,1,360,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,GUETHIE,1,192,ABRI  PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,KADIEL SAMBOUBOU,1,382,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,KAHE,1,387,CLASSE CE1
TAMBACOUNDA,BAKEL,GABOU,MARSA,1,524,CLASSE CM1
TAMBACOUNDA,BAKEL,GABOU,MARSA,2,524,CLASSE
TAMBACOUNDA,BAKEL,GABOU,MAYEL FILI,1,92,ECOLE CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,MISSIRA SAMBA YIDE,1,222,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,MISSIRA SAMBA YIDE,2,223,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,OLOLDOU,1,150,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SAMBA KONTAYE,1,171,CLASSE CE 2
TAMBACOUNDA,BAKEL,GABOU,SAMBA NIAME,1,380,ECOLE CLASSE CM 2
TAMBACOUNDA,BAKEL,GABOU,SARE FADOUBE,1,223,CLASSE CP
TAMBACOUNDA,BAKEL,GABOU,SINTHIOU MADINA,1,360,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SINTHIOU SEYDOU DORO,1,357,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,GABOU,SIRA DOUNDOU,1,164,CLASSE CM2
TAMBACOUNDA,BAKEL,GABOU,SIRA MAMADOU BOCAR,1,338,CLASSE CE1
TAMBACOUNDA,BAKEL,GATHIARI,BOUNDOU DIOYE,1,161,CLASSE CE2
TAMBACOUNDA,BAKEL,GATHIARI,GATHIARI,1,546,CLASSE CM1
TAMBACOUNDA,BAKEL,GATHIARI,SABOUCIRE GATHIARI,1,119,CLASSE CM1
TAMBACOUNDA,BAKEL,GATHIARI,SANOUKHOLE,1,83,CLASSE CE2
TAMBACOUNDA,BAKEL,GATHIARI,TAME,1,237,CLASSE CE1
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE ALAHINA BOCAR,1,398,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE DIBOLY,1,578,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE GUINAW RAIL,1,458,CLASSE CI A
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE GUINAW RAIL,2,316,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE SINTHIOU DIOYE,1,517,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,1,590,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,2,594,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,3,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,4,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,5,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,6,595,CLASSE
TAMBACOUNDA,BAKEL,MADINA FOULBE,DIOMBALOU,1,183,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MADINA FOULBE,KENIEBA,1,217,CLASSE CM1
TAMBACOUNDA,BAKEL,MADINA FOULBE,LALI,1,212,CLASSE CMI
TAMBACOUNDA,BAKEL,MADINA FOULBE,MADINA FOULBE,1,250,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,BONDJI,1,387,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,DIAMWELY,1,361,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,1,432,SALLE 1
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,2,432,SALLE 3
TAMBACOUNDA,BAKEL,MOUDERI,ECOLE 2 DE MOUDERY,3,434,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,MOUDERI,ELINGARA,1,299,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,ELINGARA,2,300,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,GALLADE,1,540,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,GANDE,1,574,CLASSE CE 2
TAMBACOUNDA,BAKEL,MOUDERI,MANAEL,1,385,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,MANAEL,2,387,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,MANTHIABOU,1,359,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,1,522,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,2,521,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,3,522,CLASSE CM2
TAMBACOUNDA,BAKEL,MOUDERI,MOUDERY ECOLE 1,4,521,SALLE DE CLASSE
TAMBACOUNDA,BAKEL,MOUDERI,NAMANDERI,1,296,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,MOUDERI,TOURIME,1,556,CLASSE CE1
TAMBACOUNDA,BAKEL,MOUDERI,TOURIME,2,557,CLASSE CM1
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,1,478,CLASSE CP
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,2,477,CLASSE CE2
TAMBACOUNDA,BAKEL,MOUDERI,TUABOU,3,479,CLASSE CM2
TAMBACOUNDA,BAKEL,SADATOU,DIAMBOURDALA,1,258,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SADATOU,DIYABOUGOU,1,170,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,HEREMAKONO,1,107,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,LAMINIA,1,240,CLASSE CE2
TAMBACOUNDA,BAKEL,SADATOU,MANSAKODJI,1,218,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,MOUSSALA,1,139,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,1,469,CLASSE CE1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,2,462,CLASSE CM1
TAMBACOUNDA,BAKEL,SADATOU,SADATOU,3,388,CLASSE CE2
TAMBACOUNDA,BAKEL,SADATOU,SANDINGCOUNDA,1,120,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SADATOU,SENOCAREDJI,1,156,SENOCAREDJI ABRI
TAMBACOUNDA,BAKEL,SADATOU,SORETO,1,191,CLASSE CE1
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BABABE SENO DIARAL,1,133,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BANI PELLI,1,326,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BELLI DJIMBARA,1,189,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,BOHE,1,85,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,FANIRA,1,105,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,FIDJIBIDJI,1,132,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,GOUNDIOUROU,1,149,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,KOUNDEL,1,136,ABRI PROVISOIRE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SAKHOCOUNDA,1,371,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SAMBA KOLO,1,364,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SEOUDJI,1,390,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SINTHIOU FISSA,1,428,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,SINTHIOU SAMBA NDIARDE,1,217,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,TACOUTALA 1,1,223,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YARIMALE,1,218,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YOUPE HAMADI,1,294,CLASSE
TAMBACOUNDA,BAKEL,SINTHIOU FISSA,YOUPE PATHE,1,242,CLASSE
TAMBACOUNDA,BAKEL,TOUMBOURA,DIDE GASSAMA,1,189,CLASSE CE2
TAMBACOUNDA,BAKEL,TOUMBOURA,MADINA TRACOLE,1,251,CLASSE CM1
TAMBACOUNDA,BAKEL,TOUMBOURA,SANSANDING,1,571,CLASSE CM2
TAMBACOUNDA,BAKEL,TOUMBOURA,TOUMBOURA,1,473,CLASSE CM1
TAMBACOUNDA,GOUDIRY,BALA,BALA,1,507,CLASSE CM2
TAMBACOUNDA,GOUDIRY,BALA,BALA,2,506,CLASSE CE1
TAMBACOUNDA,GOUDIRY,BALA,BALA,3,452,CLASSE CP
TAMBACOUNDA,GOUDIRY,BALA,DIOULANGUEL,1,205,CLASSE CP
TAMBACOUNDA,GOUDIRY,BALA,GAYE PARADJI,1,104,CLASSE CI
TAMBACOUNDA,GOUDIRY,BALA,KOUTHIAKASSE,1,550,CLASSE CI
TAMBACOUNDA,GOUDIRY,BALA,KOUTHIAKASSE,2,93,CLASSE CP
TAMBACOUNDA,GOUDIRY,BALA,LOUNTHIE,1,114,CLASSE CP
TAMBACOUNDA,GOUDIRY,BALA,MBANGOL,1,86,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BALA,NDIOUM DEMBA GUILLE,1,163,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BALA,NDOMBOTO,1,154,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BALA,SINTHIOU BOCAR KOBOR,1,63,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BALA,THIARA,1,307,CLASSE CE 2
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,BANI ISRAEL,1,571,CLASSE CM2 A
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,BANI ISRAEL,2,571,CLASSE CM2 B
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,BANTANANI,1,257,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,DAKADOUNGAL,1,78,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,DEMBA KOLY,1,60,CLASSE CE2
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,MADINA DIAKHA,1,335,CLASSE CI/CP
TAMBACOUNDA,GOUDIRY,BANI ISRAEL,TAMBALA,1,144,CLASSE CI
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,BELIWANE DAKA,1,239,CLASSE CE1/CM1
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,BOUMBOUM CEBBE,1,169,CLASSE CM1
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,BOUMBOUM FOULBES,1,136,CLASSE CP/CE2
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,BOUTOUCOUFARA,1,359,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,GALLO,1,179,CLASSE CP/CE1
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,KAYAN,1,255,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,KINDIMERY,1,120,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,NGHO NGHOYA,1,169,CLASSE CM1
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,SINTHIOU SALIF,1,106,CLASSE CI/CP
TAMBACOUNDA,GOUDIRY,BOUTOUCOUFARA,THIMBIFARA,1,160,CLASSE CI/CE2
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,AINOUMADY,1,432,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,ALAGUE,1,161,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BAKANABE,1,269,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BANI TAPIRDE,1,77,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BODE,1,579,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BODE,2,47,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BOGAL,1,135,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,BOYNGUEL BAMBA,1,585,CLASSE CM2
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,DINDOUDY DOKA,1,270,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,FETE NIEBE,1,435,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,GOUMBO,1,214,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,GUELODE,1,214,CLASSE CM1
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,KANEHAMBE,1,131,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,KOUDY,1,337,CLASSE CM2
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,NANGANAME 2,1,185,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,OURO DAOUDA,1,168,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU BOCAR SAMBA,1,111,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU BOUBOU,1,192,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU DOUBE,1,76,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU FOULBES,1,125,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,SINTHIOU MAMADOU CIRE,1,218,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,TALIBADJI OUOLOF,1,95,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,BELLY POURY,1,228,CLASSE CI/CP
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,BOKHOLAKHO,1,101,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DALAFING,1,362,CLASSE CI
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DIANKE MAKHAN,1,422,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,DIANKE MAKHAN,2,285,CLASSE CI
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,GOUTTA CEBBE,1,414,CLASSE CM1
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KAVOYE,1,63,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KOTHIE,1,331,CLASSE CE1/CE2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,KOUFADOU,1,156,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,MEDINA CODIOLON,1,194,CLASSE CI/CM2
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,OUMBARE,1,103,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,SAME SORY DICKO,1,187,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,SINTHIOU FODE,1,158,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DOUGUE,DIEYLANI,1,597,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DOUGUE,DOUGUE,1,462,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DOUGUE,DOUGUE,2,463,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,DOUGUE,NDIARINDI,1,152,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,DOUGUE,SOUTOUTA,1,560,CLASSE CM2
TAMBACOUNDA,GOUDIRY,DOUGUE,SOUTOUTA,2,45,CE2
TAMBACOUNDA,GOUDIRY,DOUGUE,TALIBADJI TOUCOULEUR,1,439,CLASSE CM1
TAMBACOUNDA,GOUDIRY,DOUGUE,VOURO SYLLI,1,205,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,1,359,CLASSE CM2 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,2,343,CLASSE CM2 B
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,3,347,CLASSE CE2 B
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,4,366,CLASSE CM1 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,5,292,CLASSE CP1 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 1,6,104,SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 2,1,520,CLASSE CM2 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 2,2,536,CLASSE CM2 B
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 2,3,337,CLASSE CE2 A
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 3,1,454,CM2
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 3,2,454,CP
TAMBACOUNDA,GOUDIRY,GOUDIRY,ECOLE GOUDIRY 3,3,453,CI
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,BAGADADJI,1,420,ECOLE CLASSE CP
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,BALA FOULBES,1,150,ECOLE CLASSE CP
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,GOUMBAYEL,1,536,ECOLE CLASSE CE2
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,GOUMBAYEL,2,175,CLASSE CM2
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,HAMDALLAYE 2,1,128,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,KAGNIBE,1,419,ECOLE CLASSE CE2
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,SABIKHASSE,1,192,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,SIMBANE MAMOUDOU,1,432,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,GOUMBAYEL,SINTHIOU PATHE,1,205,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOAR,DIALLOUBE,1,297,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOAR,DIYABOUGOU SAKHO,1,249,CLASSE CE2
TAMBACOUNDA,GOUDIRY,KOAR,INNALAH,1,227,CLASSE CE2
TAMBACOUNDA,GOUDIRY,KOAR,KOAR,1,399,CLASSE CP
TAMBACOUNDA,GOUDIRY,KOAR,KOAR,2,403,CLASSE CI
TAMBACOUNDA,GOUDIRY,KOAR,MADINA OUOLOF,1,142,CLASSE CE2
TAMBACOUNDA,GOUDIRY,KOAR,NAOUDE,1,149,CLASSE CE1
